class,giza_srp_wc,srp_extracted_wc,srp_extracted_freq,giza_eng_wc,eng_dict_wc,giza_srp_count,giza_eng_count,giza_srp_eng_count,giza_srp_orig_diacritics,giza_srp_orig_len,giza_srp_lemm_diacritics,giza_srp_lemm_len,srp_extracted_diacritics,srp_extracted_len,giza_eng_lemm_len,eng_dict_len,giza_srp_orig_diacritics_len_ratio,giza_srp_lemm_diacritics_len_ratio,srp_extracted_diacritics_len_ratio,giza_srp_orig_giza_srp_lemm_len_ratio,giza_srp_orig_srp_extracted_len_ratio,giza_srp_orig_giza_eng_lemm_len_ratio,giza_srp_orig_eng_dict_len_ratio,giza_srp_lemm_srp_extracted_len_ratio,giza_srp_lemm_giza_eng_lemm_len_ratio,giza_srp_lemm_eng_dict_len_ratio,srp_extracted_giza_eng_lemm_len_ratio,srp_extracted_eng_dict_len_ratio
0,3,3,2,1,1,1,8,1,1,30,1,29,1,29,6,6,0.03333333333333333,0.034482758620689655,0.034482758620689655,1.0344827586206897,1.0344827586206897,5.0,5.0,1.0,4.833333333333333,4.833333333333333,4.833333333333333,4.833333333333333
0,2,2,1,2,2,1,1,1,0,16,0,16,0,16,15,15,0.0,0.0,0.0,1.0,1.0,1.0666666666666667,1.0666666666666667,1.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667
0,2,2,2,1,1,3,3,3,0,16,0,12,0,10,4,4,0.0,0.0,0.0,1.3333333333333333,1.6,4.0,4.0,1.2,3.0,3.0,2.5,2.5
1,2,2,7,2,2,4,4,4,1,15,1,13,1,13,14,14,0.06666666666666667,0.07692307692307693,0.07692307692307693,1.1538461538461537,1.1538461538461537,1.0714285714285714,1.0714285714285714,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
0,2,2,1,1,1,2,36,2,0,25,0,20,0,20,4,4,0.0,0.0,0.0,1.25,1.25,6.25,6.25,1.0,5.0,5.0,5.0,5.0
0,4,4,1,1,1,1,1,1,2,41,2,39,2,36,12,12,0.04878048780487805,0.05128205128205128,0.05555555555555555,1.0512820512820513,1.1388888888888888,3.4166666666666665,3.4166666666666665,1.0833333333333333,3.25,3.25,3.0,3.0
0,3,3,1,2,2,1,1,1,1,25,1,24,1,22,20,20,0.04,0.041666666666666664,0.045454545454545456,1.0416666666666667,1.1363636363636365,1.25,1.25,1.0909090909090908,1.2,1.2,1.1,1.1
1,2,2,4,2,2,3,5,3,1,21,1,27,1,20,21,21,0.047619047619047616,0.037037037037037035,0.05,0.7777777777777778,1.05,1.0,1.0,1.35,1.2857142857142858,1.2857142857142858,0.9523809523809523,0.9523809523809523
1,2,2,2,2,2,3,3,3,1,25,1,18,1,11,15,15,0.04,0.05555555555555555,0.09090909090909091,1.3888888888888888,2.272727272727273,1.6666666666666667,1.6666666666666667,1.6363636363636365,1.2,1.2,0.7333333333333333,0.7333333333333333
1,2,2,1,2,2,1,1,1,1,18,1,18,1,18,18,18,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,2,2,5,2,2,4,4,4,0,17,0,15,0,13,11,11,0.0,0.0,0.0,1.1333333333333333,1.3076923076923077,1.5454545454545454,1.5454545454545454,1.1538461538461537,1.3636363636363635,1.3636363636363635,1.1818181818181819,1.1818181818181819
1,2,2,10,2,2,8,14,8,0,28,0,24,0,20,20,20,0.0,0.0,0.0,1.1666666666666667,1.4,1.4,1.4,1.2,1.2,1.2,1.0,1.0
1,2,2,16,2,2,9,16,9,2,17,2,13,2,10,13,13,0.11764705882352941,0.15384615384615385,0.2,1.3076923076923077,1.7,1.3076923076923077,1.3076923076923077,1.3,1.0,1.0,0.7692307692307693,0.7692307692307693
1,2,2,2,2,2,2,1,1,1,17,1,17,1,17,20,20,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,1.0,0.85,0.85,1.0,0.85,0.85,0.85,0.85
1,2,2,2,2,2,9,6,6,0,26,0,22,0,20,20,20,0.0,0.0,0.0,1.1818181818181819,1.3,1.3,1.3,1.1,1.1,1.1,1.0,1.0
1,2,2,8,2,2,13,57,13,2,22,2,18,2,16,16,16,0.09090909090909091,0.1111111111111111,0.125,1.2222222222222223,1.375,1.375,1.375,1.125,1.125,1.125,1.0,1.0
0,2,2,11,1,1,1,2,1,0,14,0,14,0,11,6,6,0.0,0.0,0.0,1.0,1.2727272727272727,2.3333333333333335,2.3333333333333335,1.2727272727272727,2.3333333333333335,2.3333333333333335,1.8333333333333333,1.8333333333333333
0,2,2,1,1,1,1,1,1,1,23,1,23,1,18,5,5,0.043478260869565216,0.043478260869565216,0.05555555555555555,1.0,1.2777777777777777,4.6,4.6,1.2777777777777777,4.6,4.6,3.6,3.6
1,2,2,30,1,1,2,1,1,2,25,2,25,2,25,3,3,0.08,0.08,0.08,1.0,1.0,8.333333333333334,8.333333333333334,1.0,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334
0,2,2,1,1,1,1,3,1,1,20,1,16,1,14,10,10,0.05,0.0625,0.07142857142857142,1.25,1.4285714285714286,2.0,2.0,1.1428571428571428,1.6,1.6,1.4,1.4
1,2,2,1,2,2,1,1,1,1,14,1,14,1,14,16,16,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.0,1.0,0.875,0.875,1.0,0.875,0.875,0.875,0.875
1,2,2,22,2,2,18,27,16,0,23,0,24,0,21,15,15,0.0,0.0,0.0,0.9583333333333334,1.0952380952380953,1.5333333333333334,1.5333333333333334,1.1428571428571428,1.6,1.6,1.4,1.4
1,2,2,2,2,2,3,2,2,0,23,0,19,0,19,19,19,0.0,0.0,0.0,1.2105263157894737,1.2105263157894737,1.2105263157894737,1.2105263157894737,1.0,1.0,1.0,1.0,1.0
0,2,2,1,1,1,2,4,2,2,31,2,33,2,22,11,11,0.06451612903225806,0.06060606060606061,0.09090909090909091,0.9393939393939394,1.4090909090909092,2.8181818181818183,2.8181818181818183,1.5,3.0,3.0,2.0,2.0
0,2,2,1,1,1,1,1,1,1,17,1,17,1,17,9,9,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,1.0,1.8888888888888888,1.8888888888888888,1.0,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.8888888888888888
1,2,2,1,2,2,2,1,1,1,15,1,15,1,15,15,15,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0,2,2,58,2,2,1,2,1,0,22,0,19,0,16,11,11,0.0,0.0,0.0,1.1578947368421053,1.375,2.0,2.0,1.1875,1.7272727272727273,1.7272727272727273,1.4545454545454546,1.4545454545454546
1,2,2,1,2,2,2,2,2,0,25,0,22,0,18,16,16,0.0,0.0,0.0,1.1363636363636365,1.3888888888888888,1.5625,1.5625,1.2222222222222223,1.375,1.375,1.125,1.125
0,2,2,1,2,2,5,1,1,1,14,1,15,1,11,11,11,0.07142857142857142,0.06666666666666667,0.09090909090909091,0.9333333333333333,1.2727272727272727,1.2727272727272727,1.2727272727272727,1.3636363636363635,1.3636363636363635,1.3636363636363635,1.0,1.0
0,2,2,1,1,1,1,2,1,1,19,1,17,1,14,6,6,0.05263157894736842,0.058823529411764705,0.07142857142857142,1.1176470588235294,1.3571428571428572,3.1666666666666665,3.1666666666666665,1.2142857142857142,2.8333333333333335,2.8333333333333335,2.3333333333333335,2.3333333333333335
0,2,2,3,1,1,1,1,1,0,17,0,13,0,10,6,6,0.0,0.0,0.0,1.3076923076923077,1.7,2.8333333333333335,2.8333333333333335,1.3,2.1666666666666665,2.1666666666666665,1.6666666666666667,1.6666666666666667
0,2,2,1,1,1,4,12,4,0,15,0,13,0,11,5,5,0.0,0.0,0.0,1.1538461538461537,1.3636363636363635,3.0,3.0,1.1818181818181819,2.6,2.6,2.2,2.2
0,2,2,1,1,1,2,2,2,0,17,0,12,0,12,6,6,0.0,0.0,0.0,1.4166666666666667,1.4166666666666667,2.8333333333333335,2.8333333333333335,1.0,2.0,2.0,2.0,2.0
0,2,2,2,2,2,1,1,1,1,21,1,18,1,18,11,11,0.047619047619047616,0.05555555555555555,0.05555555555555555,1.1666666666666667,1.1666666666666667,1.9090909090909092,1.9090909090909092,1.0,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365
1,2,2,1,2,2,6,2,2,0,23,0,18,0,18,13,13,0.0,0.0,0.0,1.2777777777777777,1.2777777777777777,1.7692307692307692,1.7692307692307692,1.0,1.3846153846153846,1.3846153846153846,1.3846153846153846,1.3846153846153846
1,2,2,1,2,2,4,4,4,0,18,0,22,0,17,15,15,0.0,0.0,0.0,0.8181818181818182,1.0588235294117647,1.2,1.2,1.2941176470588236,1.4666666666666666,1.4666666666666666,1.1333333333333333,1.1333333333333333
1,2,2,3,2,2,3,18,3,0,20,0,18,0,16,12,12,0.0,0.0,0.0,1.1111111111111112,1.25,1.6666666666666667,1.6666666666666667,1.125,1.5,1.5,1.3333333333333333,1.3333333333333333
1,2,2,14,2,2,3,8,3,0,18,0,13,0,13,15,15,0.0,0.0,0.0,1.3846153846153846,1.3846153846153846,1.2,1.2,1.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667
0,2,2,7,1,1,1,8,1,1,17,1,17,1,14,15,15,0.058823529411764705,0.058823529411764705,0.07142857142857142,1.0,1.2142857142857142,1.1333333333333333,1.1333333333333333,1.2142857142857142,1.1333333333333333,1.1333333333333333,0.9333333333333333,0.9333333333333333
0,2,2,1,2,2,1,1,1,1,15,1,15,1,15,16,16,0.06666666666666667,0.06666666666666667,0.06666666666666667,1.0,1.0,0.9375,0.9375,1.0,0.9375,0.9375,0.9375,0.9375
1,2,2,4,1,1,2,23,2,1,22,1,19,1,19,10,10,0.045454545454545456,0.05263157894736842,0.05263157894736842,1.1578947368421053,1.1578947368421053,2.2,2.2,1.0,1.9,1.9,1.9,1.9
1,2,2,1,2,2,2,2,2,0,15,0,10,0,10,11,11,0.0,0.0,0.0,1.5,1.5,1.3636363636363635,1.3636363636363635,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
0,4,4,1,2,2,2,3,2,0,39,0,31,0,31,13,13,0.0,0.0,0.0,1.2580645161290323,1.2580645161290323,3.0,3.0,1.0,2.3846153846153846,2.3846153846153846,2.3846153846153846,2.3846153846153846
1,2,2,4,2,2,21,56,11,2,22,2,25,2,22,23,23,0.09090909090909091,0.08,0.09090909090909091,0.88,1.0,0.9565217391304348,0.9565217391304348,1.1363636363636365,1.0869565217391304,1.0869565217391304,0.9565217391304348,0.9565217391304348
0,2,2,2,1,1,1,7,1,1,18,1,16,1,16,10,10,0.05555555555555555,0.0625,0.0625,1.125,1.125,1.8,1.8,1.0,1.6,1.6,1.6,1.6
0,2,2,7,1,1,1,1,1,0,14,0,12,0,12,5,5,0.0,0.0,0.0,1.1666666666666667,1.1666666666666667,2.8,2.8,1.0,2.4,2.4,2.4,2.4
1,2,2,14,2,2,2,2,2,1,27,1,31,1,21,15,15,0.037037037037037035,0.03225806451612903,0.047619047619047616,0.8709677419354839,1.2857142857142858,1.8,1.8,1.4761904761904763,2.066666666666667,2.066666666666667,1.4,1.4
1,2,2,2,2,2,3,3,3,0,20,0,22,0,20,18,18,0.0,0.0,0.0,0.9090909090909091,1.0,1.1111111111111112,1.1111111111111112,1.1,1.2222222222222223,1.2222222222222223,1.1111111111111112,1.1111111111111112
0,2,2,1,2,2,4,4,4,1,18,1,18,1,15,14,14,0.05555555555555555,0.05555555555555555,0.06666666666666667,1.0,1.2,1.2857142857142858,1.2857142857142858,1.2,1.2857142857142858,1.2857142857142858,1.0714285714285714,1.0714285714285714
1,2,2,7,2,2,5,5,5,1,24,1,26,1,14,17,17,0.041666666666666664,0.038461538461538464,0.07142857142857142,0.9230769230769231,1.7142857142857142,1.411764705882353,1.411764705882353,1.8571428571428572,1.5294117647058822,1.5294117647058822,0.8235294117647058,0.8235294117647058
0,2,2,1,1,1,3,2,2,1,16,1,15,1,13,8,8,0.0625,0.06666666666666667,0.07692307692307693,1.0666666666666667,1.2307692307692308,2.0,2.0,1.1538461538461537,1.875,1.875,1.625,1.625
1,2,2,2,2,2,1,1,1,0,23,0,23,0,21,20,20,0.0,0.0,0.0,1.0,1.0952380952380953,1.15,1.15,1.0952380952380953,1.15,1.15,1.05,1.05
1,2,2,1,2,2,5,4,4,0,17,0,26,0,17,13,13,0.0,0.0,0.0,0.6538461538461539,1.0,1.3076923076923077,1.3076923076923077,1.5294117647058822,2.0,2.0,1.3076923076923077,1.3076923076923077
0,2,2,3,1,1,1,2,1,0,16,0,14,0,12,4,4,0.0,0.0,0.0,1.1428571428571428,1.3333333333333333,4.0,4.0,1.1666666666666667,3.5,3.5,3.0,3.0
1,2,2,13,2,2,2,1,1,0,20,0,14,0,14,17,17,0.0,0.0,0.0,1.4285714285714286,1.4285714285714286,1.1764705882352942,1.1764705882352942,1.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.8235294117647058
1,2,2,3,2,2,12,12,12,0,31,0,24,0,22,20,20,0.0,0.0,0.0,1.2916666666666667,1.4090909090909092,1.55,1.55,1.0909090909090908,1.2,1.2,1.1,1.1
1,2,2,1,1,1,1,1,1,0,22,0,21,0,19,5,5,0.0,0.0,0.0,1.0476190476190477,1.1578947368421053,4.4,4.4,1.105263157894737,4.2,4.2,3.8,3.8
0,2,2,2,2,2,4,6,4,2,20,2,19,2,17,24,24,0.1,0.10526315789473684,0.11764705882352941,1.0526315789473684,1.1764705882352942,0.8333333333333334,0.8333333333333334,1.1176470588235294,0.7916666666666666,0.7916666666666666,0.7083333333333334,0.7083333333333334
1,3,3,1,2,2,4,3,3,0,30,0,24,0,24,14,14,0.0,0.0,0.0,1.25,1.25,2.142857142857143,2.142857142857143,1.0,1.7142857142857142,1.7142857142857142,1.7142857142857142,1.7142857142857142
1,2,2,6,2,2,5,5,5,1,23,1,18,1,18,13,13,0.043478260869565216,0.05555555555555555,0.05555555555555555,1.2777777777777777,1.2777777777777777,1.7692307692307692,1.7692307692307692,1.0,1.3846153846153846,1.3846153846153846,1.3846153846153846,1.3846153846153846
1,2,2,1,2,2,1,1,1,0,21,0,19,0,19,18,18,0.0,0.0,0.0,1.105263157894737,1.105263157894737,1.1666666666666667,1.1666666666666667,1.0,1.0555555555555556,1.0555555555555556,1.0555555555555556,1.0555555555555556
1,2,2,1,2,2,2,6,2,0,27,0,21,0,21,20,20,0.0,0.0,0.0,1.2857142857142858,1.2857142857142858,1.35,1.35,1.0,1.05,1.05,1.05,1.05
0,2,2,1,1,1,2,2,2,0,14,0,14,0,15,3,3,0.0,0.0,0.0,1.0,0.9333333333333333,4.666666666666667,4.666666666666667,0.9333333333333333,4.666666666666667,4.666666666666667,5.0,5.0
0,3,3,7,1,1,19,80,17,1,34,1,33,1,26,2,2,0.029411764705882353,0.030303030303030304,0.038461538461538464,1.0303030303030303,1.3076923076923077,17.0,17.0,1.2692307692307692,16.5,16.5,13.0,13.0
1,2,2,2,2,2,2,4,2,1,23,1,25,1,21,26,26,0.043478260869565216,0.04,0.047619047619047616,0.92,1.0952380952380953,0.8846153846153846,0.8846153846153846,1.1904761904761905,0.9615384615384616,0.9615384615384616,0.8076923076923077,0.8076923076923077
0,2,2,1,1,1,3,3,3,1,22,1,19,1,19,7,7,0.045454545454545456,0.05263157894736842,0.05263157894736842,1.1578947368421053,1.1578947368421053,3.142857142857143,3.142857142857143,1.0,2.7142857142857144,2.7142857142857144,2.7142857142857144,2.7142857142857144
1,2,2,1,2,2,6,2,2,1,21,1,19,1,19,21,21,0.047619047619047616,0.05263157894736842,0.05263157894736842,1.105263157894737,1.105263157894737,1.0,1.0,1.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048
1,2,2,8,2,2,12,10,8,1,22,1,25,1,20,19,19,0.045454545454545456,0.04,0.05,0.88,1.1,1.1578947368421053,1.1578947368421053,1.25,1.3157894736842106,1.3157894736842106,1.0526315789473684,1.0526315789473684
0,2,2,2,1,1,2,1,1,0,23,0,22,0,22,14,14,0.0,0.0,0.0,1.0454545454545454,1.0454545454545454,1.6428571428571428,1.6428571428571428,1.0,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.5714285714285714
1,2,2,1,2,2,34,42,28,0,22,0,18,0,16,15,15,0.0,0.0,0.0,1.2222222222222223,1.375,1.4666666666666666,1.4666666666666666,1.125,1.2,1.2,1.0666666666666667,1.0666666666666667
1,2,2,1,1,1,2,6,2,0,19,0,14,0,14,8,8,0.0,0.0,0.0,1.3571428571428572,1.3571428571428572,2.375,2.375,1.0,1.75,1.75,1.75,1.75
1,2,2,3,1,1,2,3,2,0,23,0,18,0,15,6,6,0.0,0.0,0.0,1.2777777777777777,1.5333333333333334,3.8333333333333335,3.8333333333333335,1.2,3.0,3.0,2.5,2.5
0,2,2,1,1,1,1,2,1,0,13,0,10,0,10,4,4,0.0,0.0,0.0,1.3,1.3,3.25,3.25,1.0,2.5,2.5,2.5,2.5
0,2,2,1,1,1,2,1,1,0,20,0,19,0,19,13,13,0.0,0.0,0.0,1.0526315789473684,1.0526315789473684,1.5384615384615385,1.5384615384615385,1.0,1.4615384615384615,1.4615384615384615,1.4615384615384615,1.4615384615384615
1,3,3,1,2,2,2,2,2,0,36,0,30,0,30,15,15,0.0,0.0,0.0,1.2,1.2,2.4,2.4,1.0,2.0,2.0,2.0,2.0
0,2,2,1,1,1,1,3,1,2,18,2,17,2,14,9,9,0.1111111111111111,0.11764705882352941,0.14285714285714285,1.0588235294117647,1.2857142857142858,2.0,2.0,1.2142857142857142,1.8888888888888888,1.8888888888888888,1.5555555555555556,1.5555555555555556
1,2,2,1,2,2,1,1,1,0,17,0,16,0,18,16,16,0.0,0.0,0.0,1.0625,0.9444444444444444,1.0625,1.0625,0.8888888888888888,1.0,1.0,1.125,1.125
0,2,2,2,2,2,3,2,2,0,18,0,12,0,9,13,13,0.0,0.0,0.0,1.5,2.0,1.3846153846153846,1.3846153846153846,1.3333333333333333,0.9230769230769231,0.9230769230769231,0.6923076923076923,0.6923076923076923
0,2,2,9,2,2,26,17,12,1,31,1,30,1,21,17,17,0.03225806451612903,0.03333333333333333,0.047619047619047616,1.0333333333333334,1.4761904761904763,1.8235294117647058,1.8235294117647058,1.4285714285714286,1.7647058823529411,1.7647058823529411,1.2352941176470589,1.2352941176470589
0,2,2,1,1,1,2,2,2,1,21,1,23,1,16,10,10,0.047619047619047616,0.043478260869565216,0.0625,0.9130434782608695,1.3125,2.1,2.1,1.4375,2.3,2.3,1.6,1.6
1,3,3,2,2,2,9,51,8,0,26,1,26,0,22,11,11,0.0,0.038461538461538464,0.0,1.0,1.1818181818181819,2.3636363636363638,2.3636363636363638,1.1818181818181819,2.3636363636363638,2.3636363636363638,2.0,2.0
1,2,2,5,2,2,1,1,1,0,24,0,19,0,14,15,15,0.0,0.0,0.0,1.263157894736842,1.7142857142857142,1.6,1.6,1.3571428571428572,1.2666666666666666,1.2666666666666666,0.9333333333333333,0.9333333333333333
1,2,2,1,2,2,4,2,2,0,23,0,19,0,19,11,11,0.0,0.0,0.0,1.2105263157894737,1.2105263157894737,2.090909090909091,2.090909090909091,1.0,1.7272727272727273,1.7272727272727273,1.7272727272727273,1.7272727272727273
0,2,2,1,1,1,1,102,1,1,15,1,14,1,14,5,5,0.06666666666666667,0.07142857142857142,0.07142857142857142,1.0714285714285714,1.0714285714285714,3.0,3.0,1.0,2.8,2.8,2.8,2.8
1,2,2,13,2,2,19,16,14,0,21,0,20,0,17,15,15,0.0,0.0,0.0,1.05,1.2352941176470589,1.4,1.4,1.1764705882352942,1.3333333333333333,1.3333333333333333,1.1333333333333333,1.1333333333333333
1,2,2,1,2,2,3,1,1,0,21,0,20,0,20,21,21,0.0,0.0,0.0,1.05,1.05,1.0,1.0,1.0,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523
1,2,2,1,2,2,1,1,1,0,20,0,19,0,17,14,14,0.0,0.0,0.0,1.0526315789473684,1.1764705882352942,1.4285714285714286,1.4285714285714286,1.1176470588235294,1.3571428571428572,1.3571428571428572,1.2142857142857142,1.2142857142857142
1,2,2,1,2,2,1,1,1,0,15,0,14,0,14,12,12,0.0,0.0,0.0,1.0714285714285714,1.0714285714285714,1.25,1.25,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667
