class,giza_srp_wc,srp_extracted_wc,srp_extracted_freq,giza_eng_wc,eng_dict_wc,giza_srp_count,giza_eng_count,giza_srp_eng_count,giza_srp_orig_diacritics,giza_srp_orig_len,giza_srp_lemm_diacritics,giza_srp_lemm_len,srp_extracted_diacritics,srp_extracted_len,giza_eng_lemm_len,eng_dict_len,giza_srp_orig_diacritics_len_ratio,giza_srp_lemm_diacritics_len_ratio,srp_extracted_diacritics_len_ratio,giza_srp_orig_giza_srp_lemm_len_ratio,giza_srp_orig_srp_extracted_len_ratio,giza_srp_orig_giza_eng_lemm_len_ratio,giza_srp_orig_eng_dict_len_ratio,giza_srp_lemm_srp_extracted_len_ratio,giza_srp_lemm_giza_eng_lemm_len_ratio,giza_srp_lemm_eng_dict_len_ratio,srp_extracted_giza_eng_lemm_len_ratio,srp_extracted_eng_dict_len_ratio
1,2,2,1,2,2,44,105,29,0,30,0,27,0,29,18,18,0.0,0.0,0.0,1.1111111111111112,1.0344827586206897,1.6666666666666667,1.6666666666666667,0.9310344827586207,1.5,1.5,1.6111111111111112,1.6111111111111112
1,2,2,30,1,1,6,8,6,2,30,2,36,2,25,12,12,0.06666666666666667,0.05555555555555555,0.08,0.8333333333333334,1.2,2.5,2.5,1.44,3.0,3.0,2.0833333333333335,2.0833333333333335
1,2,2,1,2,2,1,1,1,0,21,0,21,0,20,20,20,0.0,0.0,0.0,1.0,1.05,1.05,1.05,1.05,1.05,1.05,1.0,1.0
1,2,2,1,2,2,1,1,1,0,12,0,12,0,12,11,11,0.0,0.0,0.0,1.0,1.0,1.0909090909090908,1.0909090909090908,1.0,1.0909090909090908,1.0909090909090908,1.0909090909090908,1.0909090909090908
1,2,2,2,2,2,1,1,1,1,26,1,22,1,16,16,16,0.038461538461538464,0.045454545454545456,0.0625,1.1818181818181819,1.625,1.625,1.625,1.375,1.375,1.375,1.0,1.0
0,3,3,2,1,1,3,5,3,2,29,2,29,2,27,5,5,0.06896551724137931,0.06896551724137931,0.07407407407407407,1.0,1.0740740740740742,5.8,5.8,1.0740740740740742,5.8,5.8,5.4,5.4
0,2,2,6,1,1,2,8,2,1,25,1,22,1,20,11,11,0.04,0.045454545454545456,0.05,1.1363636363636365,1.25,2.272727272727273,2.272727272727273,1.1,2.0,2.0,1.8181818181818181,1.8181818181818181
1,2,2,2,2,2,2,2,2,0,19,0,16,0,16,16,16,0.0,0.0,0.0,1.1875,1.1875,1.1875,1.1875,1.0,1.0,1.0,1.0,1.0
1,2,2,4,2,2,1,1,1,0,26,0,26,0,24,28,28,0.0,0.0,0.0,1.0,1.0833333333333333,0.9285714285714286,0.9285714285714286,1.0833333333333333,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.8571428571428571
1,2,2,2,2,2,3,6,3,1,28,1,25,1,25,16,16,0.03571428571428571,0.04,0.04,1.12,1.12,1.75,1.75,1.0,1.5625,1.5625,1.5625,1.5625
0,2,2,1,1,1,1,1,1,0,18,0,17,0,17,12,12,0.0,0.0,0.0,1.0588235294117647,1.0588235294117647,1.5,1.5,1.0,1.4166666666666667,1.4166666666666667,1.4166666666666667,1.4166666666666667
1,2,2,5,2,2,6,15,6,0,19,0,15,0,15,14,14,0.0,0.0,0.0,1.2666666666666666,1.2666666666666666,1.3571428571428572,1.3571428571428572,1.0,1.0714285714285714,1.0714285714285714,1.0714285714285714,1.0714285714285714
1,2,2,1,2,2,2,1,1,1,13,1,13,1,13,17,17,0.07692307692307693,0.07692307692307693,0.07692307692307693,1.0,1.0,0.7647058823529411,0.7647058823529411,1.0,0.7647058823529411,0.7647058823529411,0.7647058823529411,0.7647058823529411
1,2,2,3,2,2,2,2,2,0,20,0,21,0,19,19,19,0.0,0.0,0.0,0.9523809523809523,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.105263157894737,1.105263157894737,1.105263157894737,1.0,1.0
1,2,2,4,2,2,6,14,5,1,11,1,15,1,11,13,13,0.09090909090909091,0.06666666666666667,0.09090909090909091,0.7333333333333333,1.0,0.8461538461538461,0.8461538461538461,1.3636363636363635,1.1538461538461537,1.1538461538461537,0.8461538461538461,0.8461538461538461
1,2,2,1,2,2,1,1,1,1,17,1,17,1,17,12,12,0.058823529411764705,0.058823529411764705,0.058823529411764705,1.0,1.0,1.4166666666666667,1.4166666666666667,1.0,1.4166666666666667,1.4166666666666667,1.4166666666666667,1.4166666666666667
0,2,2,12,1,1,2,12,2,0,32,0,26,0,23,10,10,0.0,0.0,0.0,1.2307692307692308,1.391304347826087,3.2,3.2,1.1304347826086956,2.6,2.6,2.3,2.3
0,2,2,1,1,1,1,1,1,1,22,1,21,1,17,6,6,0.045454545454545456,0.047619047619047616,0.058823529411764705,1.0476190476190477,1.2941176470588236,3.6666666666666665,3.6666666666666665,1.2352941176470589,3.5,3.5,2.8333333333333335,2.8333333333333335
1,2,2,2,2,2,6,4,4,1,26,1,24,1,24,19,19,0.038461538461538464,0.041666666666666664,0.041666666666666664,1.0833333333333333,1.0833333333333333,1.368421052631579,1.368421052631579,1.0,1.263157894736842,1.263157894736842,1.263157894736842,1.263157894736842
1,2,2,1,2,2,2,1,1,0,23,0,20,0,20,17,17,0.0,0.0,0.0,1.15,1.15,1.3529411764705883,1.3529411764705883,1.0,1.1764705882352942,1.1764705882352942,1.1764705882352942,1.1764705882352942
1,2,2,3,2,2,2,2,2,0,15,0,16,0,14,15,15,0.0,0.0,0.0,0.9375,1.0714285714285714,1.0,1.0,1.1428571428571428,1.0666666666666667,1.0666666666666667,0.9333333333333333,0.9333333333333333
0,2,2,1,1,1,2,1,1,0,28,0,26,0,22,4,4,0.0,0.0,0.0,1.0769230769230769,1.2727272727272727,7.0,7.0,1.1818181818181819,6.5,6.5,5.5,5.5
1,2,2,3,1,1,2,2,2,1,15,1,17,1,15,13,13,0.06666666666666667,0.058823529411764705,0.06666666666666667,0.8823529411764706,1.0,1.1538461538461537,1.1538461538461537,1.1333333333333333,1.3076923076923077,1.3076923076923077,1.1538461538461537,1.1538461538461537
0,2,2,2,1,1,2,3,2,0,11,0,11,0,12,5,5,0.0,0.0,0.0,1.0,0.9166666666666666,2.2,2.2,0.9166666666666666,2.2,2.2,2.4,2.4
1,2,2,11,2,2,18,71,18,0,28,0,22,0,19,18,18,0.0,0.0,0.0,1.2727272727272727,1.4736842105263157,1.5555555555555556,1.5555555555555556,1.1578947368421053,1.2222222222222223,1.2222222222222223,1.0555555555555556,1.0555555555555556
1,2,2,15,2,2,1,7,1,1,21,1,21,1,21,12,12,0.047619047619047616,0.047619047619047616,0.047619047619047616,1.0,1.0,1.75,1.75,1.0,1.75,1.75,1.75,1.75
0,2,2,2,1,1,4,9,4,1,27,1,22,1,20,5,5,0.037037037037037035,0.045454545454545456,0.05,1.2272727272727273,1.35,5.4,5.4,1.1,4.4,4.4,4.0,4.0
0,2,2,2,2,2,1,2,1,0,22,0,21,0,21,15,15,0.0,0.0,0.0,1.0476190476190477,1.0476190476190477,1.4666666666666666,1.4666666666666666,1.0,1.4,1.4,1.4,1.4
1,2,2,42,2,2,7,4,4,0,23,0,21,0,21,21,21,0.0,0.0,0.0,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0952380952380953,1.0,1.0,1.0,1.0,1.0
0,2,2,1,1,1,2,2,2,0,16,0,12,0,12,6,6,0.0,0.0,0.0,1.3333333333333333,1.3333333333333333,2.6666666666666665,2.6666666666666665,1.0,2.0,2.0,2.0,2.0
1,2,2,7,2,2,19,30,16,1,21,1,22,1,14,14,14,0.047619047619047616,0.045454545454545456,0.07142857142857142,0.9545454545454546,1.5,1.5,1.5,1.5714285714285714,1.5714285714285714,1.5714285714285714,1.0,1.0
0,2,2,2,1,1,2,2,2,0,13,0,11,0,11,5,5,0.0,0.0,0.0,1.1818181818181819,1.1818181818181819,2.6,2.6,1.0,2.2,2.2,2.2,2.2
0,2,2,2,1,1,3,5,3,0,15,0,13,0,13,14,14,0.0,0.0,0.0,1.1538461538461537,1.1538461538461537,1.0714285714285714,1.0714285714285714,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9285714285714286
0,2,2,1,1,1,2,2,2,0,29,0,22,0,15,6,6,0.0,0.0,0.0,1.3181818181818181,1.9333333333333333,4.833333333333333,4.833333333333333,1.4666666666666666,3.6666666666666665,3.6666666666666665,2.5,2.5
0,3,3,1,1,1,2,2,2,0,21,0,21,0,19,8,8,0.0,0.0,0.0,1.0,1.105263157894737,2.625,2.625,1.105263157894737,2.625,2.625,2.375,2.375
1,3,3,1,2,2,4,4,4,0,27,0,24,0,21,14,14,0.0,0.0,0.0,1.125,1.2857142857142858,1.9285714285714286,1.9285714285714286,1.1428571428571428,1.7142857142857142,1.7142857142857142,1.5,1.5
1,2,2,2,2,2,2,2,2,0,23,0,23,0,20,16,16,0.0,0.0,0.0,1.0,1.15,1.4375,1.4375,1.15,1.4375,1.4375,1.25,1.25
1,2,2,1,2,2,1,1,1,0,22,0,20,0,18,17,17,0.0,0.0,0.0,1.1,1.2222222222222223,1.2941176470588236,1.2941176470588236,1.1111111111111112,1.1764705882352942,1.1764705882352942,1.0588235294117647,1.0588235294117647
1,2,2,2,2,2,2,2,2,0,20,0,23,0,20,15,15,0.0,0.0,0.0,0.8695652173913043,1.0,1.3333333333333333,1.3333333333333333,1.15,1.5333333333333334,1.5333333333333334,1.3333333333333333,1.3333333333333333
0,2,2,1,2,2,1,1,1,0,16,0,15,0,15,8,8,0.0,0.0,0.0,1.0666666666666667,1.0666666666666667,2.0,2.0,1.0,1.875,1.875,1.875,1.875
0,2,2,6,1,1,5,182,5,0,23,0,23,0,13,13,13,0.0,0.0,0.0,1.0,1.7692307692307692,1.7692307692307692,1.7692307692307692,1.7692307692307692,1.7692307692307692,1.7692307692307692,1.0,1.0
1,2,2,1,2,2,8,8,6,1,27,1,22,1,21,19,19,0.037037037037037035,0.045454545454545456,0.047619047619047616,1.2272727272727273,1.2857142857142858,1.4210526315789473,1.4210526315789473,1.0476190476190477,1.1578947368421053,1.1578947368421053,1.105263157894737,1.105263157894737
1,2,2,1,1,1,4,1,1,1,19,1,19,1,16,8,8,0.05263157894736842,0.05263157894736842,0.0625,1.0,1.1875,2.375,2.375,1.1875,2.375,2.375,2.0,2.0
0,2,2,12,2,2,1,1,1,0,23,0,21,0,21,22,22,0.0,0.0,0.0,1.0952380952380953,1.0952380952380953,1.0454545454545454,1.0454545454545454,1.0,0.9545454545454546,0.9545454545454546,0.9545454545454546,0.9545454545454546
1,2,2,1,2,2,4,2,2,0,23,0,19,0,19,22,22,0.0,0.0,0.0,1.2105263157894737,1.2105263157894737,1.0454545454545454,1.0454545454545454,1.0,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8636363636363636
1,2,2,1,2,2,8,4,4,0,25,0,24,0,21,18,18,0.0,0.0,0.0,1.0416666666666667,1.1904761904761905,1.3888888888888888,1.3888888888888888,1.1428571428571428,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.1666666666666667
1,2,2,1,2,2,1,2,1,0,22,0,18,0,18,11,11,0.0,0.0,0.0,1.2222222222222223,1.2222222222222223,2.0,2.0,1.0,1.6363636363636365,1.6363636363636365,1.6363636363636365,1.6363636363636365
1,2,2,7,2,2,8,17,8,1,27,1,15,1,12,15,15,0.037037037037037035,0.06666666666666667,0.08333333333333333,1.8,2.25,1.8,1.8,1.25,1.0,1.0,0.8,0.8
0,3,3,2,1,1,1,1,1,0,25,0,23,0,21,3,3,0.0,0.0,0.0,1.0869565217391304,1.1904761904761905,8.333333333333334,8.333333333333334,1.0952380952380953,7.666666666666667,7.666666666666667,7.0,7.0
0,2,2,30,1,1,35,51,32,1,19,1,23,1,14,7,7,0.05263157894736842,0.043478260869565216,0.07142857142857142,0.8260869565217391,1.3571428571428572,2.7142857142857144,2.7142857142857144,1.6428571428571428,3.2857142857142856,3.2857142857142856,2.0,2.0
1,2,2,1,2,2,1,1,1,1,23,1,23,1,23,25,25,0.043478260869565216,0.043478260869565216,0.043478260869565216,1.0,1.0,0.92,0.92,1.0,0.92,0.92,0.92,0.92
1,2,2,2,1,1,5,29,5,1,19,1,19,1,17,8,8,0.05263157894736842,0.05263157894736842,0.058823529411764705,1.0,1.1176470588235294,2.375,2.375,1.1176470588235294,2.375,2.375,2.125,2.125
1,2,2,1,2,2,3,12,3,1,21,1,14,1,14,11,11,0.047619047619047616,0.07142857142857142,0.07142857142857142,1.5,1.5,1.9090909090909092,1.9090909090909092,1.0,1.2727272727272727,1.2727272727272727,1.2727272727272727,1.2727272727272727
1,2,2,1,2,2,4,3,3,0,26,0,14,0,17,11,11,0.0,0.0,0.0,1.8571428571428572,1.5294117647058822,2.3636363636363638,2.3636363636363638,0.8235294117647058,1.2727272727272727,1.2727272727272727,1.5454545454545454,1.5454545454545454
1,2,2,12,2,2,21,23,14,0,19,0,30,0,14,12,12,0.0,0.0,0.0,0.6333333333333333,1.3571428571428572,1.5833333333333333,1.5833333333333333,2.142857142857143,2.5,2.5,1.1666666666666667,1.1666666666666667
1,2,2,34,2,2,13,20,12,0,23,0,19,0,16,8,8,0.0,0.0,0.0,1.2105263157894737,1.4375,2.875,2.875,1.1875,2.375,2.375,2.0,2.0
0,2,2,1,1,1,1,2,1,0,8,0,8,0,8,3,3,0.0,0.0,0.0,1.0,1.0,2.6666666666666665,2.6666666666666665,1.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
0,2,2,146,1,1,16,19,11,0,17,0,15,0,13,9,9,0.0,0.0,0.0,1.1333333333333333,1.3076923076923077,1.8888888888888888,1.8888888888888888,1.1538461538461537,1.6666666666666667,1.6666666666666667,1.4444444444444444,1.4444444444444444
1,2,2,1,2,2,1,1,1,1,18,1,18,1,18,21,21,0.05555555555555555,0.05555555555555555,0.05555555555555555,1.0,1.0,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571
0,2,2,1,2,2,5,4,4,0,21,0,23,0,20,15,15,0.0,0.0,0.0,0.9130434782608695,1.05,1.4,1.4,1.15,1.5333333333333334,1.5333333333333334,1.3333333333333333,1.3333333333333333
1,2,2,1,2,2,2,2,2,0,21,0,18,0,18,19,19,0.0,0.0,0.0,1.1666666666666667,1.1666666666666667,1.105263157894737,1.105263157894737,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
1,2,2,1,2,2,12,67,12,1,17,1,19,1,17,15,15,0.058823529411764705,0.05263157894736842,0.058823529411764705,0.8947368421052632,1.0,1.1333333333333333,1.1333333333333333,1.1176470588235294,1.2666666666666666,1.2666666666666666,1.1333333333333333,1.1333333333333333
1,2,2,1,2,2,1,1,1,0,17,0,16,0,16,16,16,0.0,0.0,0.0,1.0625,1.0625,1.0625,1.0625,1.0,1.0,1.0,1.0,1.0
1,2,2,1,2,2,4,2,2,0,21,0,17,0,17,11,11,0.0,0.0,0.0,1.2352941176470589,1.2352941176470589,1.9090909090909092,1.9090909090909092,1.0,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454
0,2,2,1,1,1,2,10,2,0,16,0,13,0,13,4,4,0.0,0.0,0.0,1.2307692307692308,1.2307692307692308,4.0,4.0,1.0,3.25,3.25,3.25,3.25
1,2,2,20,2,2,2,2,2,2,22,2,18,2,16,14,14,0.09090909090909091,0.1111111111111111,0.125,1.2222222222222223,1.375,1.5714285714285714,1.5714285714285714,1.125,1.2857142857142858,1.2857142857142858,1.1428571428571428,1.1428571428571428
1,2,2,20,2,2,9,12,5,0,14,0,14,0,12,17,17,0.0,0.0,0.0,1.0,1.1666666666666667,0.8235294117647058,0.8235294117647058,1.1666666666666667,0.8235294117647058,0.8235294117647058,0.7058823529411765,0.7058823529411765
0,2,2,3,1,1,2,3,2,1,14,1,17,1,14,8,8,0.07142857142857142,0.058823529411764705,0.07142857142857142,0.8235294117647058,1.0,1.75,1.75,1.2142857142857142,2.125,2.125,1.75,1.75
1,2,2,1,2,2,1,3,1,0,20,0,20,0,20,19,19,0.0,0.0,0.0,1.0,1.0,1.0526315789473684,1.0526315789473684,1.0,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684
1,2,2,1,2,2,2,3,2,0,21,0,17,0,17,13,13,0.0,0.0,0.0,1.2352941176470589,1.2352941176470589,1.6153846153846154,1.6153846153846154,1.0,1.3076923076923077,1.3076923076923077,1.3076923076923077,1.3076923076923077
0,3,3,1,2,2,2,2,2,0,31,0,28,0,28,15,15,0.0,0.0,0.0,1.1071428571428572,1.1071428571428572,2.066666666666667,2.066666666666667,1.0,1.8666666666666667,1.8666666666666667,1.8666666666666667,1.8666666666666667
0,2,2,1,1,1,2,2,2,0,10,0,10,0,8,6,6,0.0,0.0,0.0,1.0,1.25,1.6666666666666667,1.6666666666666667,1.25,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.3333333333333333
1,2,2,2,2,2,2,2,2,0,11,0,12,0,9,11,11,0.0,0.0,0.0,0.9166666666666666,1.2222222222222223,1.0,1.0,1.3333333333333333,1.0909090909090908,1.0909090909090908,0.8181818181818182,0.8181818181818182
1,2,2,2,2,2,4,14,4,0,22,0,20,0,20,19,19,0.0,0.0,0.0,1.1,1.1,1.1578947368421053,1.1578947368421053,1.0,1.0526315789473684,1.0526315789473684,1.0526315789473684,1.0526315789473684
0,2,2,2,1,1,2,1,1,0,19,0,19,0,19,8,8,0.0,0.0,0.0,1.0,1.0,2.375,2.375,1.0,2.375,2.375,2.375,2.375
1,2,2,3,2,2,6,6,6,1,17,1,23,1,16,16,16,0.058823529411764705,0.043478260869565216,0.0625,0.7391304347826086,1.0625,1.0625,1.0625,1.4375,1.4375,1.4375,1.0,1.0
0,4,4,1,1,1,1,1,1,0,36,0,35,0,32,2,2,0.0,0.0,0.0,1.0285714285714285,1.125,18.0,18.0,1.09375,17.5,17.5,16.0,16.0
1,2,2,1,2,2,4,3,3,0,20,0,17,0,19,21,21,0.0,0.0,0.0,1.1764705882352942,1.0526315789473684,0.9523809523809523,0.9523809523809523,0.8947368421052632,0.8095238095238095,0.8095238095238095,0.9047619047619048,0.9047619047619048
1,2,2,3,1,1,1,1,1,0,17,0,13,0,13,8,8,0.0,0.0,0.0,1.3076923076923077,1.3076923076923077,2.125,2.125,1.0,1.625,1.625,1.625,1.625
0,2,2,26,2,2,20,16,15,0,26,0,28,0,25,24,24,0.0,0.0,0.0,0.9285714285714286,1.04,1.0833333333333333,1.0833333333333333,1.12,1.1666666666666667,1.1666666666666667,1.0416666666666667,1.0416666666666667
1,2,2,48,2,2,29,53,20,0,17,0,13,0,11,11,11,0.0,0.0,0.0,1.3076923076923077,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.1818181818181819,1.1818181818181819,1.1818181818181819,1.0,1.0
0,2,2,1,1,1,1,2,1,0,19,0,16,0,16,6,6,0.0,0.0,0.0,1.1875,1.1875,3.1666666666666665,3.1666666666666665,1.0,2.6666666666666665,2.6666666666666665,2.6666666666666665,2.6666666666666665
0,3,3,2,2,2,1,20,1,1,37,1,35,1,35,25,25,0.02702702702702703,0.02857142857142857,0.02857142857142857,1.0571428571428572,1.0571428571428572,1.48,1.48,1.0,1.4,1.4,1.4,1.4
0,2,2,1,2,2,6,2,2,0,22,0,20,0,20,17,17,0.0,0.0,0.0,1.1,1.1,1.2941176470588236,1.2941176470588236,1.0,1.1764705882352942,1.1764705882352942,1.1764705882352942,1.1764705882352942
0,3,3,1,1,1,2,10,2,1,28,1,23,1,21,6,6,0.03571428571428571,0.043478260869565216,0.047619047619047616,1.2173913043478262,1.3333333333333333,4.666666666666667,4.666666666666667,1.0952380952380953,3.8333333333333335,3.8333333333333335,3.5,3.5
1,2,2,2,2,2,2,3,2,0,23,0,24,0,19,20,20,0.0,0.0,0.0,0.9583333333333334,1.2105263157894737,1.15,1.15,1.263157894736842,1.2,1.2,0.95,0.95
1,2,2,3,2,2,3,1,1,1,16,1,16,1,16,11,11,0.0625,0.0625,0.0625,1.0,1.0,1.4545454545454546,1.4545454545454546,1.0,1.4545454545454546,1.4545454545454546,1.4545454545454546,1.4545454545454546
1,2,2,1,2,2,1,1,1,0,14,0,13,0,13,11,11,0.0,0.0,0.0,1.0769230769230769,1.0769230769230769,1.2727272727272727,1.2727272727272727,1.0,1.1818181818181819,1.1818181818181819,1.1818181818181819,1.1818181818181819
0,2,2,1,2,2,2,7,2,1,20,1,17,1,17,13,13,0.05,0.058823529411764705,0.058823529411764705,1.1764705882352942,1.1764705882352942,1.5384615384615385,1.5384615384615385,1.0,1.3076923076923077,1.3076923076923077,1.3076923076923077,1.3076923076923077
1,2,2,6,2,2,1,1,1,1,17,1,15,1,13,12,12,0.058823529411764705,0.06666666666666667,0.07692307692307693,1.1333333333333333,1.3076923076923077,1.4166666666666667,1.4166666666666667,1.1538461538461537,1.25,1.25,1.0833333333333333,1.0833333333333333
1,2,2,6,2,2,4,12,4,0,19,0,19,0,14,14,14,0.0,0.0,0.0,1.0,1.3571428571428572,1.3571428571428572,1.3571428571428572,1.3571428571428572,1.3571428571428572,1.3571428571428572,1.0,1.0
1,3,3,1,3,3,3,7,3,1,33,1,31,1,29,25,25,0.030303030303030304,0.03225806451612903,0.034482758620689655,1.064516129032258,1.1379310344827587,1.32,1.32,1.0689655172413792,1.24,1.24,1.16,1.16
1,2,2,7,1,1,1,1,1,1,15,1,14,1,14,7,7,0.06666666666666667,0.07142857142857142,0.07142857142857142,1.0714285714285714,1.0714285714285714,2.142857142857143,2.142857142857143,1.0,2.0,2.0,2.0,2.0
1,2,2,12,2,2,20,39,16,0,22,0,25,0,22,20,20,0.0,0.0,0.0,0.88,1.0,1.1,1.1,1.1363636363636365,1.25,1.25,1.1,1.1
0,2,2,3,1,1,2,2,2,0,15,0,11,0,11,6,6,0.0,0.0,0.0,1.3636363636363635,1.3636363636363635,2.5,2.5,1.0,1.8333333333333333,1.8333333333333333,1.8333333333333333,1.8333333333333333
1,2,2,2,2,2,3,31,3,0,26,0,18,0,18,15,15,0.0,0.0,0.0,1.4444444444444444,1.4444444444444444,1.7333333333333334,1.7333333333333334,1.0,1.2,1.2,1.2,1.2
1,2,2,1,2,2,2,2,2,0,28,0,29,0,27,20,20,0.0,0.0,0.0,0.9655172413793104,1.037037037037037,1.4,1.4,1.0740740740740742,1.45,1.45,1.35,1.35
1,2,2,2,1,1,2,2,2,0,15,0,11,0,13,6,6,0.0,0.0,0.0,1.3636363636363635,1.1538461538461537,2.5,2.5,0.8461538461538461,1.8333333333333333,1.8333333333333333,2.1666666666666665,2.1666666666666665
1,2,2,1,2,2,1,1,1,0,21,0,21,0,21,16,16,0.0,0.0,0.0,1.0,1.0,1.3125,1.3125,1.0,1.3125,1.3125,1.3125,1.3125
1,2,2,3,2,2,8,28,7,1,20,1,15,1,15,16,16,0.05,0.06666666666666667,0.06666666666666667,1.3333333333333333,1.3333333333333333,1.25,1.25,1.0,0.9375,0.9375,0.9375,0.9375
1,2,2,7,2,2,2,3,2,1,18,1,20,1,18,14,14,0.05555555555555555,0.05,0.05555555555555555,0.9,1.0,1.2857142857142858,1.2857142857142858,1.1111111111111112,1.4285714285714286,1.4285714285714286,1.2857142857142858,1.2857142857142858
1,2,2,15,2,2,10,7,6,0,22,0,24,0,20,15,15,0.0,0.0,0.0,0.9166666666666666,1.1,1.4666666666666666,1.4666666666666666,1.2,1.6,1.6,1.3333333333333333,1.3333333333333333
1,2,2,2,2,2,7,9,7,0,31,0,25,0,25,22,22,0.0,0.0,0.0,1.24,1.24,1.4090909090909092,1.4090909090909092,1.0,1.1363636363636365,1.1363636363636365,1.1363636363636365,1.1363636363636365
1,2,2,1,2,2,6,4,4,0,18,0,14,0,11,13,13,0.0,0.0,0.0,1.2857142857142858,1.6363636363636365,1.3846153846153846,1.3846153846153846,1.2727272727272727,1.0769230769230769,1.0769230769230769,0.8461538461538461,0.8461538461538461
0,3,3,1,2,2,2,1,1,2,28,2,25,2,22,13,13,0.07142857142857142,0.08,0.09090909090909091,1.12,1.2727272727272727,2.1538461538461537,2.1538461538461537,1.1363636363636365,1.9230769230769231,1.9230769230769231,1.6923076923076923,1.6923076923076923
1,2,2,1,2,2,44,134,32,0,24,0,31,0,32,15,15,0.0,0.0,0.0,0.7741935483870968,0.75,1.6,1.6,0.96875,2.066666666666667,2.066666666666667,2.1333333333333333,2.1333333333333333
0,2,2,1,2,2,7,14,7,0,23,0,28,0,20,21,21,0.0,0.0,0.0,0.8214285714285714,1.15,1.0952380952380953,1.0952380952380953,1.4,1.3333333333333333,1.3333333333333333,0.9523809523809523,0.9523809523809523
0,2,2,1,1,1,1,4,1,1,17,1,17,1,14,12,12,0.058823529411764705,0.058823529411764705,0.07142857142857142,1.0,1.2142857142857142,1.4166666666666667,1.4166666666666667,1.2142857142857142,1.4166666666666667,1.4166666666666667,1.1666666666666667,1.1666666666666667
1,2,2,2,2,2,5,3,3,0,19,0,19,0,19,21,21,0.0,0.0,0.0,1.0,1.0,0.9047619047619048,0.9047619047619048,1.0,0.9047619047619048,0.9047619047619048,0.9047619047619048,0.9047619047619048
1,2,2,1,2,2,2,1,1,0,14,0,14,0,14,18,18,0.0,0.0,0.0,1.0,1.0,0.7777777777777778,0.7777777777777778,1.0,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778
1,2,2,1,1,1,5,14,5,0,15,0,17,0,11,6,6,0.0,0.0,0.0,0.8823529411764706,1.3636363636363635,2.5,2.5,1.5454545454545454,2.8333333333333335,2.8333333333333335,1.8333333333333333,1.8333333333333333
1,2,2,6,1,1,1,2,1,1,14,1,14,1,14,7,7,0.07142857142857142,0.07142857142857142,0.07142857142857142,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
0,2,2,2,1,1,1,1,1,1,17,1,16,0,13,4,4,0.058823529411764705,0.0625,0.0,1.0625,1.3076923076923077,4.25,4.25,1.2307692307692308,4.0,4.0,3.25,3.25
1,3,3,3,2,2,2,1,1,1,30,1,29,1,29,15,15,0.03333333333333333,0.034482758620689655,0.034482758620689655,1.0344827586206897,1.0344827586206897,2.0,2.0,1.0,1.9333333333333333,1.9333333333333333,1.9333333333333333,1.9333333333333333
1,2,2,2,2,2,71,838,48,0,32,0,23,0,32,16,16,0.0,0.0,0.0,1.391304347826087,1.0,2.0,2.0,0.71875,1.4375,1.4375,2.0,2.0
1,2,2,3,2,2,10,4,4,0,12,0,16,0,12,15,15,0.0,0.0,0.0,0.75,1.0,0.8,0.8,1.3333333333333333,1.0666666666666667,1.0666666666666667,0.8,0.8
1,2,2,1,2,2,6,1,1,0,15,0,13,0,13,13,13,0.0,0.0,0.0,1.1538461538461537,1.1538461538461537,1.1538461538461537,1.1538461538461537,1.0,1.0,1.0,1.0,1.0
1,2,2,1,2,2,4,2,2,0,22,0,22,0,19,20,20,0.0,0.0,0.0,1.0,1.1578947368421053,1.1,1.1,1.1578947368421053,1.1,1.1,0.95,0.95
1,2,2,8,2,2,12,38,11,0,22,0,18,0,18,19,19,0.0,0.0,0.0,1.2222222222222223,1.2222222222222223,1.1578947368421053,1.1578947368421053,1.0,0.9473684210526315,0.9473684210526315,0.9473684210526315,0.9473684210526315
1,2,2,12,2,2,3,2,2,2,21,2,21,2,16,16,16,0.09523809523809523,0.09523809523809523,0.125,1.0,1.3125,1.3125,1.3125,1.3125,1.3125,1.3125,1.0,1.0
1,2,2,1,1,1,1,1,1,1,16,1,16,1,16,8,8,0.0625,0.0625,0.0625,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
